Type,Trans Date,Post Date,Description,Amount
SALE,11/02/2015,11/03/2015,"AUTO AIR & VACUUM SERVICE",-1.50
SALE,11/05/2015,11/06/2015,"WHOLEFDS CTR 10199",-60.89
SALE,11/06/2015,11/08/2015,"CVS/PHARMACY #03634",-23.41
SALE,08/13/2015,08/16/2015,"THE HOME DEPOT 3818",-3.95
SALE,08/30/2015,08/31/2015,"DEWEYS PIZZA CLEV HGHTS",-44.02
SALE,10/18/2015,10/19/2015,"MPK Shop Tax Free",-6.73
SALE,10/31/2015,11/01/2015,"BIPA 0174",-7.71
SALE,09/02/2015,09/03/2015,"WHOLEFDS CTR 10199",-84.16
SALE,10/27/2015,10/28/2015,"CLEV HTS - UBILL UTILITIE",-21.50
SALE,10/12/2015,10/13/2015,"TATAMI ADM 1",-9.25
SALE,08/10/2015,08/12/2015,"LUNA",-19.90
PAYMENT,09/08/2015,09/08/2015,"Payment Thank You - Web",1000.00
SALE,10/22/2015,10/23/2015,"DENN'S BIOMARKT GMBH",-6.20
SALE,08/21/2015,08/24/2015,"EDDYS ON COVENTRY",-35.00
SALE,10/21/2015,10/22/2015,"7TH MAIN STREET",-19.33
SALE,09/15/2015,09/17/2015,"THE HOME DEPOT 3818",-15.93
SALE,09/18/2015,09/20/2015,"CINEMARK THEATRES 283",-15.75
SALE,11/06/2015,11/08/2015,"CINEMARK THEATRES 283",-15.85
SALE,11/01/2015,11/02/2015,"EAT",-21.80
SALE,10/07/2015,10/08/2015,"CVS/PHARMACY #07687",-9.22
SALE,10/01/2015,10/04/2015,"DAVE'S SUPERMARKET",-23.89
SALE,10/19/2015,10/20/2015,"MYCHEF TERMINAL 2     886",-5.23
SALE,10/14/2015,10/15/2015,"FEUX DE BENGALE",-26.43
SALE,10/01/2015,10/02/2015,"CLEV HTS - UBILL UTILITIE",-51.22
SALE,10/15/2015,10/16/2015,"AZZATO",-31.38
SALE,08/13/2015,08/14/2015,"PINSAS        51275881",-7.00
SALE,10/23/2015,10/25/2015,"Koeln-Bonn Flugh.Rest.Bet",-6.23
SALE,11/04/2015,11/05/2015,"CVS/PHARMACY #03634",-11.79
SALE,08/07/2015,08/09/2015,"SQ *PHOENIX COFFEE COMPAN",-7.80
SALE,09/14/2015,09/15/2015,"Amazon.com",-215.99
SALE,08/10/2015,08/11/2015,"USA*PRIORITY VENDING",-2.60
SALE,08/31/2015,09/01/2015,"CVS/PHARMACY #03634",-13.35
SALE,09/14/2015,09/15/2015,"USA*PRIORITY VENDING",-2.60
SALE,09/03/2015,09/04/2015,"USA*PRIORITY VENDING",-2.60
SALE,09/18/2015,09/20/2015,"PAYPAL *ACTBLUE",-10.00
SALE,10/20/2015,10/22/2015,"TOMMYS",-28.92
SALE,09/29/2015,09/30/2015,"MELT BAR & GRILLED  CLEVE",-63.38
SALE,09/23/2015,09/24/2015,"TARGET        00018044",-1.10
SALE,08/10/2015,08/12/2015,"THE HOME DEPOT 3818",-999.07
SALE,11/01/2015,11/03/2015,"SHELL 620 SOUTH SERVICE R",-7.32
SALE,11/06/2015,11/08/2015,"CINEMARK THEATRES 283",-4.97
SALE,08/09/2015,08/10/2015,"CVS/PHARMACY #07687",-18.81
PAYMENT,11/12/2015,11/12/2015,"Payment Thank You - Web",1000.00
SALE,09/14/2015,09/16/2015,"THE HOME DEPOT 3818",-25.09
SALE,11/01/2015,11/02/2015,"Air Panapolis 10040",-7.70
SALE,09/25/2015,09/27/2015,"CVS/PHARMACY #03634",-13.39
SALE,11/02/2015,11/03/2015,"WHOLEFDS CTR 10199",-220.60
SALE,10/01/2015,10/02/2015,"DIGITALOCEAN.COM",-7.08
SALE,08/22/2015,08/23/2015,"CLEVELAND KRAUT LTD",-8.00
SALE,08/11/2015,08/13/2015,"TOMMYS",-19.89
SALE,10/12/2015,10/13/2015,"YOGA ROOTS",-29.15
SALE,10/10/2015,10/12/2015,"CINEMARK THEATRES 283",-28.50
SALE,10/12/2015,10/13/2015,"MAISON, VIRGIN, # 2143",-11.38
SALE,09/12/2015,09/13/2015,"SQ *ON THE RISE ARTISAN B",-16.96
SALE,11/09/2015,11/11/2015,"CEDAR LEE THEATRE",-12.25
SALE,10/24/2015,10/25/2015,"VALENTINO'S PIZZA",-12.50
SALE,10/17/2015,10/18/2015,"CVS/PHARMACY #03634",-29.68
SALE,09/11/2015,09/13/2015,"CSU REC CTR PARKING",-4.00
SALE,10/09/2015,10/11/2015,"WHOLEFDS CTR 10199",-97.13
SALE,08/08/2015,08/11/2015,"JIM & PETE'S CARWASH LLC",-6.50
SALE,09/19/2015,09/20/2015,"WHOLEFDS CTR 10199",-85.79
SALE,10/13/2015,10/15/2015,"SHELL OIL 57424307908",-8.71
SALE,08/18/2015,08/19/2015,"BLENDED HEALTH LLC",-9.64
SALE,09/24/2015,09/25/2015,"WHOLEFDS CTR 10199",-83.16
SALE,10/05/2015,10/06/2015,"CVS/PHARMACY #03634",-9.71
SALE,08/25/2015,08/26/2015,"SQ *PHOENIX COFFEE COMPAN",-7.05
SALE,10/31/2015,11/03/2015,"MR & MRS FEELGOOD",-20.45
SALE,09/19/2015,09/20/2015,"SQ *PHOENIX COFFEE COMPAN",-5.60
SALE,08/09/2015,08/11/2015,"UNITED      0162601984805",-35.00
SALE,08/24/2015,08/25/2015,"LUBE STOP - 12",-10.79
PAYMENT,08/20/2015,08/20/2015,"Payment Thank You - Web",1549.08
SALE,11/09/2015,11/10/2015,"STARBUCKS #02290 CHARGRIN",-1.95
SALE,11/02/2015,11/03/2015,"SQ *PHOENIX COFFEE COMPAN",-2.00
SALE,09/06/2015,09/08/2015,"COURTYARD BY MARRIOTT-AUB",-7.53
SALE,10/01/2015,10/02/2015,"USA*PRIORITY VENDING",-2.60
SALE,08/07/2015,08/09/2015,"MCKNIGHTS IRISH PUB",-10.18
SALE,08/12/2015,08/13/2015,"WHOLEFDS CTR 10199",-67.57
SALE,09/01/2015,09/02/2015,"SQ *PHOENIX COFFEE COMPAN",-4.00
SALE,11/03/2015,11/05/2015,"SHELL OIL 57424307908",-21.51
SALE,10/05/2015,10/07/2015,"SHELL OIL 57424307908",-24.63
SALE,09/15/2015,09/16/2015,"SQ *PHOENIX COFFEE COMPAN",-2.00
SALE,11/11/2015,11/13/2015,"SHELL OIL 57424318004",-3.60
SALE,08/26/2015,08/27/2015,"NATIONWIDE/ALLIED INS",-332.82
SALE,10/15/2015,10/19/2015,"CHIPOTLE 1762",-11.07
SALE,09/17/2015,09/18/2015,"WAYFAIR*Joss & Main",-37.95
SALE,08/15/2015,08/16/2015,"LIQUID PLANET",-17.65
PAYMENT,09/15/2015,09/15/2015,"Payment Thank You - Web",1426.38
SALE,11/04/2015,11/05/2015,"SQ *PHOENIX COFFEE COMPAN",-16.44
SALE,10/23/2015,10/25/2015,"HIGH THAI D",-13.90
SALE,11/11/2015,11/13/2015,"MARRIOTT 337A3 BISCAYN",-3.00
SALE,08/14/2015,08/16/2015,"NUMBER ONE PHO",-26.60
SALE,08/12/2015,08/13/2015,"SQ *PHOENIX COFFEE COMPAN",-4.75
SALE,08/17/2015,08/18/2015,"CVS/PHARMACY #03634",-10.46
SALE,09/09/2015,09/10/2015,"NATIONWIDE/ALLIED INS",-257.02
SALE,08/16/2015,08/17/2015,"NC SOCCER SHOP",-121.68
SALE,10/31/2015,11/03/2015,"RISTORANTE SOLE",-72.96
SALE,10/17/2015,10/18/2015,"Zara Luxembourg",-43.20
SALE,10/10/2015,10/12/2015,"NORDSTROM #0227",-158.98
SALE,09/24/2015,09/25/2015,"PETSMART INC 2313",-88.11
SALE,10/01/2015,10/02/2015,"LAURA LEE SALON INC",-32.40
SALE,09/05/2015,09/06/2015,"HIGH THAI D",-46.18
SALE,09/23/2015,09/24/2015,"CHIPOTLE 1216",-8.86
SALE,10/14/2015,10/15/2015,"NETFLIX.COM",-8.63
SALE,11/11/2015,11/12/2015,"PURA VIDA NATURAL FOODS",-2.94
SALE,08/29/2015,08/31/2015,"SEOUL GARDEN",-20.00
SALE,08/09/2015,08/11/2015,"RELAY 5423",-10.80
SALE,09/23/2015,09/25/2015,"T J MAXX #875",-107.99
SALE,09/05/2015,09/07/2015,"SHELL OIL 57424318004",-17.53
SALE,08/07/2015,08/09/2015,"2159 S GREEN",-20.98
SALE,11/01/2015,11/03/2015,"STARBUCKS 18962",-5.14
SALE,10/03/2015,10/04/2015,"CVS/PHARMACY #03634",-7.01
SALE,08/13/2015,08/14/2015,"SQ *PHOENIX COFFEE COMPAN",-9.15
SALE,08/30/2015,08/31/2015,"TARGET        00018044",-30.20
SALE,08/13/2015,08/14/2015,"CVS/PHARMACY #03634",-11.18
SALE,10/03/2015,10/04/2015,"MAC'S BACKS-BOOKS ON COV",-17.26
SALE,08/25/2015,08/26/2015,"GAS MART",-18.24
SALE,08/06/2015,08/09/2015,"SUMATERA",-11.81
SALE,09/10/2015,09/11/2015,"USA*PRIORITY VENDING",-2.60
SALE,08/31/2015,09/02/2015,"COST PLUS WLD #115",-201.50
SALE,08/27/2015,08/28/2015,"BLENDED HEALTH LLC",-11.14
SALE,09/14/2015,09/15/2015,"ALADDINS EATERY",-41.21
SALE,08/18/2015,08/18/2015,"CHEAPOAIR.COM AIR",-441.00
SALE,09/20/2015,09/22/2015,"LOPEZ",-120.60
SALE,09/07/2015,09/08/2015,"CHIPOTLE 0079",-22.30
SALE,10/08/2015,10/09/2015,"INDIA GARDEN",-26.49
SALE,09/02/2015,09/04/2015,"RETRO DOG LLC",-5.99
SALE,10/20/2015,10/21/2015,"CLEV HTS - UBILL UTILITIE",-91.22
SALE,10/19/2015,10/20/2015,"GALERIES GOURMAN",-16.96
SALE,08/07/2015,08/10/2015,"WILD PLUM",-23.99
SALE,11/04/2015,11/05/2015,"CODEMENTOR",-48.50
SALE,09/12/2015,09/14/2015,"OFFICEMAX/OFFICEDEPOT6601",-19.11
SALE,09/21/2015,09/23/2015,"TZARMEDIA.COM",-2.95
SALE,10/05/2015,10/06/2015,"CVS/PHARMACY #03634",-2.15
SALE,08/23/2015,08/24/2015,"SQ *PHOENIX COFFEE COMPAN",-10.95
SALE,10/03/2015,10/04/2015,"DICK'S CLOTHING&SPORTING",-50.59
SALE,10/06/2015,10/08/2015,"STONE OVEN BAKERY",-1.75
SALE,09/30/2015,10/01/2015,"PINSAS        51275881",-8.00
SALE,10/05/2015,10/07/2015,"CEDAR LEE THEATRE",-26.00
SALE,08/11/2015,08/12/2015,"CVS/PHARMACY #03634",-8.83
SALE,09/19/2015,09/21/2015,"TARGET        00018044",-66.95
SALE,08/17/2015,08/19/2015,"THE WINE SPOT",-22.67
SALE,10/18/2015,10/19/2015,"WHOLEFDS CTR 10199",-49.26
SALE,09/16/2015,09/18/2015,"TERRY CARLIN VIOLINS",-75.60
SALE,09/16/2015,09/17/2015,"PURA VIDA BY BRAND",-104.13
SALE,10/28/2015,10/29/2015,"BILLA 0119",-18.57
SALE,10/08/2015,10/09/2015,"SQ *PHOENIX COFFEE COMPAN",-6.00
SALE,08/19/2015,08/20/2015,"USA*PRIORITY VENDING",-2.60
SALE,09/11/2015,09/13/2015,"SHELL OIL 57424307908",-24.33
SALE,08/20/2015,08/21/2015,"WHOLEFDS CTR 10199",-25.04
SALE,11/01/2015,11/03/2015,"PARK'N FLY 101",-61.25
SALE,10/12/2015,10/14/2015,"EDDYS ON COVENTRY",-45.00
SALE,08/29/2015,08/30/2015,"STARBUCKS #22523 CUYAHOGA",-4.25
SALE,08/29/2015,08/30/2015,"SQ *PHOENIX COFFEE COMPAN",-7.05
SALE,08/19/2015,08/21/2015,"TERRY CARLIN VIOLINS",-367.14
SALE,09/11/2015,09/13/2015,"PETSMART INC 2313",-130.30
SALE,10/02/2015,10/04/2015,"CVS/PHARMACY #03634",-28.74
SALE,10/23/2015,10/26/2015,"HOTEL HYATT REGENCY",-72.97
SALE,08/17/2015,08/18/2015,"SQ *PHOENIX COFFEE COMPAN",-8.05
SALE,08/08/2015,08/09/2015,"STARBUCKS #02939 STEAMBOA",-2.12
SALE,10/17/2015,10/19/2015,"SHELL OIL 57424307908",-5.91
SALE,09/05/2015,09/06/2015,"CVS/PHARMACY #04350",-10.78
SALE,10/19/2015,10/21/2015,"SHELL OIL 57424307908",-19.35
SALE,10/20/2015,10/21/2015,"PETSMART INC 2313",-48.57
SALE,09/02/2015,09/03/2015,"PETSMART INC 2313",-130.59
SALE,09/17/2015,09/18/2015,"HEIGHTS HARDWARE",-14.51
SALE,10/07/2015,10/08/2015,"SQ *PHOENIX COFFEE COMPAN",-3.45
RETURN,10/19/2015,10/21/2015,"NFL GAME PASS - SEASON",99.99
SALE,08/21/2015,08/23/2015,"CVS/PHARMACY #03634",-6.99
SALE,09/03/2015,09/04/2015,"PACIFIC EAST",-46.50
SALE,11/01/2015,11/02/2015,"WH SMITH TRAVEL",-20.09
PAYMENT,08/19/2015,08/19/2015,"Payment Thank You Bill Pa",6700.00
SALE,08/31/2015,09/01/2015,"TARGET        00013243",-110.33
SALE,10/01/2015,10/02/2015,"LUSH BEACHWOOD (615)",-36.08
SALE,11/04/2015,11/05/2015,"STARBUCKS #10208 CLEVELAN",-6.20
SALE,11/03/2015,11/04/2015,"CCF PARKING SERVICES",-4.00
SALE,08/31/2015,09/01/2015,"WHOLEFDS CTR 10199",-100.26
SALE,10/29/2015,10/29/2015,"APL* ITUNES.COM/BILL",-9.71
SALE,10/11/2015,10/12/2015,"WHOLEFDS CTR 10199",-52.79
SALE,08/20/2015,08/21/2015,"SQ *PHOENIX COFFEE COMPAN",-13.74
SALE,08/14/2015,08/16/2015,"TOMMYS",-26.44
SALE,11/10/2015,11/11/2015,"SQ *PHOENIX COFFEE COMPAN",-2.55
SALE,11/09/2015,11/11/2015,"CEDAR LEE THEATRE",-19.00
SALE,10/12/2015,10/14/2015,"SOUTHSIDE JOHNNY'S",-32.90
SALE,09/22/2015,09/23/2015,"BLENDED HEALTH LLC",-9.75
PAYMENT,11/02/2015,11/02/2015,"Payment Thank You - Web",1500.00
SALE,08/08/2015,08/10/2015,"STONE OVEN BAKERY",-4.50
SALE,08/07/2015,08/09/2015,"CVS/PHARMACY #03634",-15.04
SALE,08/17/2015,08/19/2015,"THE WINE SPOT",-29.14
